AREA,SAMTYPE,SEX,S1,S2,S3,S4,S5,S6,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q5D,Q6,Q7,Q9,Q8,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q10G,Q11A_Africa,Q11B_Europe,Q11C_MiddleEast,Q11D_Mexico,Q11E_CentralSouthAm,Q11F_Cuba,Q11G_Caribbean,Q11H_India,Q11I_China,Q11J_Japan,Q11K_Philippines,Q11L_OtherAsian,Q12,Q12A,Q13,Q13A,Q14A_Africa,Q14B_Europe,Q14C_MiddleEast,Q14D_Mexico,Q14E_CentralSouthAm,Q14F_Cuba,Q14G_Caribbean,Q14H_India,Q14I_China,Q14J_Japan,Q14K_Philippines,Q14L_OtherAsian,Q15a,Q15b,Q15c,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q19,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q21g,Q21h,Q21i,Q22,Q24,Q25,Q26,Q27a,Q27b,Q27c,Q28,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q31e,Q31f,Q32a,Q32b,Q32c,Q32d,Q32e,Q32f,Q32g,Q32h,D2,D3,D5,D6,D7,D8,D9
206,1,1,2,,,2,,,1,9,1,1,4,4,4,4,3,,12,2,3,8,3,8,3,3,3,7,8,98,98,98,98,9,98,8,8,8,8,8,,2,,97,7,98,5,98,7,98,98,7,7,98,97,3,3,1,1,2,2,2,2,9,9,2,2,2,2,1,1,1,1,,1,2,,1,,,,,,3,,2,1,1,1,1,1,1,3,3,3,3,2,2,3,3,3,2,3,67,9,5,1
207,1,2,1,,,1,,,9,3,9,2,9,4,5,5,3,,96,,,,,,,,,97,97,97,97,97,97,97,97,97,97,97,10,2,,1,6,5,8,3,3,3,3,8,98,9,9,5,5,4,4,2,1,1,1,1,2,1,9,2,2,2,2,2,2,1,2,1,2,2,,2,2,,,,,2,9,3,1,1,9,1,1,1,2,2,1,1,2,2,2,4,3,2,3,36,8,5,1
207,1,1,2,,,2,,,2,2,1,2,4,4,4,4,1,2,16,3,3,8,3,2,8,3,3,6,98,6,5,97,5,4,8,8,8,98,6,2,,2,,5,98,97,98,6,5,5,98,6,6,98,5,4,3,4,2,1,1,3,3,1,3,1,2,9,9,9,9,9,9,,9,9,,2,,,,,,2,1,2,1,1,1,1,1,1,4,4,4,4,3,4,4,4,3,2,3,37,3,5,1
207,1,1,2,,,2,,,1,3,1,3,3,4,5,5,3,,99,,9,3,3,3,3,3,3,2,9,7,5,5,6,2,8,8,10,6,4,1,12,1,4,3,10,6,1,5,2,3,5,6,8,5,4,4,3,2,1,1,1,3,9,1,1,2,2,2,2,2,2,2,2,,2,2,2,1,,,,,,1,1,2,1,1,2,1,1,1,4,4,4,4,2,4,4,4,2,2,6,77,7,5,1
207,1,2,2,,,2,,,1,3,1,1,4,4,4,4,3,,11,3,3,3,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,3,5,5,5,5,5,3,5,5,5,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,,2,1,,2,,,,,,2,4,3,1,1,1,1,1,1,4,4,4,2,2,4,4,4,3,2,5,27,3,5,1
207,1,1,1,,,1,,,1,1,1,3,3,4,5,5,3,,96,,,,,,,,,5,7,5,4,5,4,4,4,4,5,5,5,2,,8,,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,3,3,3,2,2,1,2,1,1,2,2,2,1,1,,2,2,,,,,1,4,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,1,3,38,7,5,1
207,1,1,2,,,1,,,1,3,1,2,3,4,4,5,1,2,10,2,3,3,3,3,1,3,3,6,6,6,4,5,4,5,5,6,7,8,6,1,9,1,4,6,8,6,5,7,97,7,6,7,6,7,5,4,3,3,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,,1,1,,2,,,,,,1,4,3,1,1,1,1,1,1,2,3,3,3,1,3,2,4,3,2,6,26,3,5,1
208,1,2,1,,,2,,,2,3,1,1,9,3,4,4,1,2,9,2,9,2,2,3,1,3,1,7,7,4,4,4,97,5,10,10,8,8,97,1,10,1,96,6,7,2,4,5,1,3,97,97,7,5,6,3,2,2,1,2,3,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,,1,1,16,1,3,1,4,,1,1,1,1,1,1,1,3,1,2,2,1,3,3,4,3,2,7,54,7,5,1
208,1,2,2,,,1,,,2,3,2,2,3,4,3,3,1,2,97,,3,2,2,2,2,3,3,2,2,1,5,9,2,97,2,2,2,5,2,2,,1,5,2,2,2,2,2,2,97,2,2,2,2,2,3,1,9,1,1,1,1,3,1,1,1,2,1,1,2,9,9,2,,2,2,,1,,,,,,4,,2,1,1,1,1,1,1,4,3,4,4,1,1,1,4,3,2,3,19,1,5,1
208,1,2,2,,,2,,,9,1,2,2,3,2,2,2,9,,99,,8,8,8,2,8,8,8,5,5,5,1,5,1,5,5,5,5,5,5,8,,8,,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,3,9,1,3,3,3,1,2,2,2,2,2,1,1,2,,2,1,,1,,,,,,3,,4,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,3,58,1,5,1
208,1,1,2,,,2,,,2,1,2,2,2,2,2,2,1,1,9,2,2,2,3,3,2,9,9,1,2,1,1,1,1,1,1,1,2,3,1,2,,1,4,99,99,99,99,99,99,99,99,99,99,99,99,1,1,2,1,1,2,1,2,1,3,2,2,1,2,1,1,2,1,,1,1,,1,,,,,,4,,2,2,2,2,2,2,2,4,1,4,1,1,4,3,1,9,2,6,99,7,5,4
208,1,1,2,,,1,,,1,3,1,1,3,3,3,3,3,,4,3,3,2,1,3,3,3,3,4,6,5,3,5,4,3,6,6,7,6,4,1,10,1,4,2,7,5,2,3,3,2,2,6,7,5,4,4,3,4,2,1,2,3,3,1,1,2,1,1,2,1,1,2,2,,1,1,,2,,,,,,2,3,3,1,1,1,1,1,1,4,4,4,4,1,4,1,4,1,2,3,18,8,5,1
208,1,1,2,,,1,,,2,3,1,1,3,1,4,4,3,,7,2,3,1,1,3,1,3,3,9,10,7,8,5,7,7,8,10,10,8,8,1,10,1,6,10,10,7,7,7,97,10,10,10,10,7,7,4,4,4,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,3,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,6,19,4,5,1
208,1,2,2,,,2,,,2,9,1,1,4,4,4,4,3,,4,3,3,2,3,2,1,3,3,7,8,5,6,6,5,8,5,5,7,8,5,1,10,2,,5,9,2,1,4,3,5,3,6,5,4,3,3,3,3,1,1,2,3,1,2,1,1,1,2,1,1,2,1,2,,1,1,,1,,,,,,1,1,4,1,1,1,1,1,1,3,4,2,4,2,3,3,4,2,2,5,20,3,5,1
209,1,1,2,,,2,,,9,3,1,3,9,2,2,2,9,,4,2,2,2,2,3,8,2,8,97,98,98,98,98,98,98,98,98,98,98,98,8,,2,,98,98,98,97,98,98,98,98,98,98,98,98,4,4,4,3,1,3,3,3,3,3,2,9,2,2,2,2,2,2,,2,2,2,9,,,,,,4,,9,9,9,9,9,9,9,3,3,3,3,3,4,3,4,9,2,6,99,9,5,1
209,1,1,1,,,1,,,1,1,2,1,2,9,4,4,3,,4,3,1,1,3,2,1,8,3,8,10,7,8,10,98,5,10,10,10,10,5,1,1,1,3,5,5,5,3,5,3,97,5,5,5,5,5,2,3,4,1,1,3,1,3,2,1,2,2,1,2,1,1,2,2,1,1,1,,2,2,,,,,1,1,3,1,1,1,1,1,1,4,2,3,4,2,4,2,4,1,2,3,31,1,5,1
209,1,1,2,,,2,,,2,3,1,2,9,2,2,3,1,3,15,1,2,2,2,3,2,2,2,97,97,7,6,5,97,97,10,9,10,6,3,8,,8,,2,10,1,4,1,1,9,3,1,8,4,6,4,4,3,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,,2,1,,1,,,,,,2,4,3,1,1,1,1,1,1,4,4,3,1,1,3,4,4,3,2,5,21,9,1,4
209,3,2,1,,2,2,,,3,2,2,2,2,4,4,4,1,1,17,1,3,2,1,3,3,3,2,7,6,7,10,8,7,8,9,8,8,8,8,1,8,1,10,7,6,8,10,7,8,7,9,9,9,8,9,4,2,1,1,3,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,,2,9,,,,,4,,3,1,2,1,1,1,1,4,4,3,4,3,4,3,4,9,1,3,21,6,2,1
209,1,1,2,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,39,,5,2
209,1,2,2,,,2,,,2,1,1,2,2,2,4,4,1,2,4,2,2,2,2,2,1,2,2,6,7,6,4,6,4,4,6,6,6,6,6,2,,2,,7,5,4,4,4,4,4,5,4,4,5,4,3,3,2,2,1,1,1,3,1,2,2,2,1,2,1,1,9,2,,1,2,,1,,,,,,2,1,2,1,1,1,1,1,1,4,4,2,4,2,4,4,4,1,2,3,18,7,5,1
209,1,1,2,,,1,,,2,2,2,2,1,1,3,4,1,2,9,2,2,2,2,2,1,2,2,5,10,8,9,9,2,2,7,8,8,8,2,2,,2,,2,10,2,2,2,5,5,2,5,5,2,2,3,3,4,2,1,1,3,3,1,1,2,2,1,2,1,1,1,1,,1,1,,1,,,,,,2,3,3,1,1,1,1,1,1,3,3,3,1,2,4,4,3,3,1,3,19,5,1,1
209,1,2,1,,,2,,,2,1,2,2,3,2,4,4,1,3,4,2,3,2,2,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,8,,2,,5,98,97,98,97,98,98,97,97,98,98,98,3,3,3,1,1,2,2,1,1,1,2,2,2,2,1,9,1,2,1,2,1,,2,9,,,,,1,4,2,1,1,1,1,1,1,4,4,4,2,4,4,4,4,9,2,4,40,7,5,1
209,1,2,1,,,2,,,2,3,2,2,2,2,2,4,1,2,3,2,2,3,2,2,3,8,2,1,97,1,3,1,1,1,1,9,9,7,5,2,,1,6,7,9,3,4,5,3,7,5,5,5,5,5,4,1,1,3,1,1,2,1,1,3,2,2,2,2,1,2,1,2,1,1,1,,2,1,11,1,3,1,4,,3,2,1,1,9,2,9,4,2,4,2,2,4,4,4,2,2,3,41,9,5,1
209,3,1,2,,1,3,1,,1,3,1,1,4,4,4,1,3,,4,2,3,3,3,3,1,1,3,9,8,7,9,1,8,7,1,99,99,1,1,2,,2,,4,7,4,4,97,3,97,97,5,4,3,2,4,4,4,2,1,1,3,2,2,2,2,9,2,1,1,1,2,1,,1,1,,2,,,,,,1,9,2,1,1,1,1,1,1,4,3,3,4,2,4,4,4,3,,4,23,4,1,4
209,1,2,1,,,1,,,2,1,2,2,2,2,2,2,1,3,9,2,2,2,2,2,2,2,2,2,4,3,1,1,1,1,3,3,2,2,1,2,,1,5,3,5,5,1,5,3,3,4,5,5,5,4,1,1,1,1,1,3,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,,2,1,5,2,2,3,1,4,1,2,2,2,2,2,2,4,3,3,3,2,4,4,4,3,2,5,45,9,5,1
210,1,2,1,,,1,,,2,2,1,1,2,2,2,2,3,,4,3,3,3,2,3,3,3,3,97,4,5,10,97,6,5,97,97,98,97,97,2,,1,6,5,3,4,8,97,6,6,97,97,5,97,5,4,4,4,3,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,,2,1,4,3,3,3,4,,4,1,1,1,1,1,1,4,4,4,4,1,1,1,4,3,2,2,53,1,1,4
210,1,1,2,,,2,,,1,3,1,1,4,4,4,4,3,,4,2,1,3,3,3,1,8,8,10,10,5,10,9,9,8,9,10,10,8,8,1,96,1,96,5,9,2,6,4,5,5,6,8,8,3,5,4,4,4,1,1,3,3,3,1,3,2,9,9,2,9,1,2,1,,1,1,,9,,,,,,2,1,2,1,1,1,1,1,1,4,4,3,4,3,3,3,4,2,2,4,45,3,4,4
210,3,1,2,,1,1,,,2,2,1,2,4,3,4,4,3,,4,3,3,2,3,2,3,2,3,5,9,5,6,4,3,2,6,10,9,8,5,1,10,1,4,1,8,4,1,4,1,4,8,3,2,3,3,1,3,3,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,,1,1,,1,,,,,,2,4,3,1,1,1,1,1,1,3,2,2,2,1,2,2,4,2,1,3,20,2,1,4
210,1,2,1,,,1,,,2,3,1,2,2,2,2,4,1,1,4,2,2,2,2,2,3,2,3,3,5,6,1,2,1,2,3,4,4,4,4,1,1,1,1,4,5,3,1,4,1,3,6,6,6,5,4,1,1,2,1,1,1,1,3,1,1,2,2,2,2,1,2,1,2,1,1,1,,2,1,1,3,3,3,1,4,3,1,1,1,1,1,1,4,4,4,4,1,4,4,4,9,2,5,50,5,1,4
210,3,1,2,,1,3,2,1,1,1,3,1,2,1,1,1,3,,4,3,3,8,8,8,8,8,3,4,8,4,5,5,3,3,4,98,8,5,3,8,,8,,97,97,1,1,1,1,97,97,5,7,4,1,4,4,4,1,1,1,1,1,1,1,2,9,2,2,9,2,1,2,,1,1,,2,,,,,,1,4,3,2,2,1,2,2,2,4,4,4,4,3,4,4,4,2,,1,55,1,1,4
210,3,2,2,,2,1,,,9,3,9,1,2,3,2,2,1,1,4,2,2,2,3,3,3,3,3,5,98,3,3,97,98,97,2,5,5,5,5,2,,2,,8,98,98,98,98,98,98,98,9,9,98,5,4,4,8,3,1,3,3,3,1,1,2,1,2,2,2,1,2,2,,2,2,,2,,,,,,4,,2,1,1,1,1,1,1,2,4,4,4,2,4,4,4,4,2,3,47,4,2,4
210,3,2,2,,1,1,,,3,3,3,3,3,3,2,2,1,2,4,3,8,2,2,2,1,2,1,5,5,97,9,6,5,7,97,97,98,97,97,8,,8,,5,10,7,1,1,1,1,97,8,9,97,97,4,4,4,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,,1,1,,2,,,,,,1,3,2,1,1,1,1,1,1,9,9,9,9,9,9,9,9,3,1,6,26,5,1,1
210,3,2,2,,1,1,,,2,3,1,2,2,2,2,4,1,2,4,2,2,2,2,3,3,2,3,8,9,5,5,7,6,4,5,8,97,6,7,1,2,1,4,8,10,8,7,5,8,9,9,9,8,6,9,3,2,4,1,1,3,3,3,1,3,2,2,1,2,1,1,2,1,,1,1,,1,,,,,,3,,1,2,1,2,1,1,1,4,4,4,4,1,4,4,4,2,2,6,63,5,1,1
210,1,1,2,,,2,,,9,1,1,1,4,4,4,4,9,,4,9,3,8,3,3,8,3,3,6,7,6,6,5,6,6,5,5,6,7,5,8,,2,,5,6,5,5,5,5,5,5,5,5,6,5,3,4,3,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,,1,1,,2,,,,,,3,,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,3,65,4,5,1
210,3,1,2,,4,2,,,2,3,2,2,2,2,3,4,1,1,4,3,2,2,2,3,3,3,3,8,5,7,3,3,3,3,3,9,8,5,6,1,1,1,4,10,10,5,10,5,5,2,4,4,7,3,3,2,2,3,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,,1,1,,1,,,,,,2,3,4,1,1,1,1,1,1,3,3,3,3,1,3,3,4,2,2,2,18,6,4,1
210,1,2,2,,,1,,,1,3,1,1,4,4,3,4,3,,4,2,1,1,3,1,1,1,3,8,8,7,9,9,9,8,8,6,6,8,7,2,,2,,97,97,3,9,97,3,97,97,97,3,97,3,4,4,4,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,,1,1,,2,,,,,,1,1,2,1,1,1,1,1,1,4,2,8,2,2,4,2,4,2,2,6,30,6,1,4
210,1,1,2,,,2,,,2,2,1,3,3,4,4,4,1,2,4,2,3,3,2,3,3,3,3,5,5,97,6,5,5,5,5,5,5,5,5,2,,8,,97,98,97,3,3,3,2,98,98,98,98,98,4,4,4,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,,2,1,,2,,,,,,3,,3,1,1,1,1,1,1,3,3,3,3,1,3,3,3,2,1,5,53,4,2,1
210,1,1,2,,,2,,,2,3,1,1,4,4,4,4,3,,9,2,3,1,2,1,1,1,1,97,97,97,7,97,97,97,8,97,8,97,97,1,1,1,96,8,7,6,4,4,4,3,97,97,6,97,6,4,4,4,1,1,3,3,3,1,1,2,2,1,1,1,1,1,2,,1,1,,1,,,,,,1,1,2,2,1,1,1,1,1,4,4,4,4,3,4,4,4,1,2,3,50,5,5,1
210,1,1,1,,,2,,,1,3,1,2,1,4,1,4,1,2,4,2,3,3,2,2,1,1,3,3,3,4,9,7,3,2,4,2,2,4,3,1,8,1,96,2,1,2,3,4,1,4,2,1,1,3,5,4,4,4,2,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,,1,2,,,,,1,3,3,1,1,1,1,1,1,4,4,4,4,2,2,1,4,2,2,5,30,4,4,4
210,1,1,2,,,1,,,9,1,1,1,2,9,2,9,1,2,98,,2,2,2,1,8,1,1,5,10,1,8,5,10,10,5,5,5,5,5,2,,8,,1,1,1,10,1,1,1,1,1,1,1,1,1,1,2,1,9,1,3,1,2,1,2,2,2,2,2,2,2,2,,2,2,1,2,,,,,,3,,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,69,3,5,1
210,1,1,2,,,1,,,2,1,2,2,2,2,2,2,1,2,9,3,2,2,2,2,2,2,2,8,4,8,8,7,7,7,8,8,8,8,8,2,,1,4,6,6,5,6,6,6,7,5,6,6,6,7,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,,1,1,,2,,,,,,3,,3,2,2,2,2,2,2,3,2,2,1,3,4,4,2,2,2,6,76,8,5,1
210,1,2,2,,,2,,,2,3,1,1,2,4,4,4,3,,4,2,3,2,3,3,3,2,3,7,7,4,7,7,7,7,5,5,5,7,5,1,10,1,3,3,6,2,4,5,4,4,5,6,6,6,5,3,4,4,3,1,1,3,3,1,3,2,2,2,1,2,1,1,2,,1,1,,1,,,,,,1,4,3,1,1,1,1,1,1,4,4,4,4,2,4,4,4,3,2,3,22,5,4,1
210,3,2,2,,1,1,,,2,1,3,3,2,2,2,2,1,1,9,2,3,2,2,3,3,3,3,5,97,2,5,5,97,97,1,3,3,3,3,1,9,1,3,5,9,2,1,3,1,4,7,4,4,4,4,3,2,4,3,1,3,1,1,1,1,2,2,2,2,2,2,2,1,,2,1,,2,,,,,,1,4,3,1,1,1,1,1,1,1,4,4,4,1,4,4,4,2,2,5,55,9,1,4
210,1,2,1,,,1,,,1,3,1,1,4,4,9,4,9,,18,1,1,2,2,2,3,8,8,6,3,98,5,5,3,6,1,1,3,1,3,1,96,2,,98,98,98,1,98,1,97,1,1,1,1,98,4,4,4,3,1,3,3,3,2,3,1,2,2,1,2,9,9,2,1,1,9,,1,2,,,,,1,1,4,1,1,1,1,1,1,4,4,4,4,2,4,4,4,2,2,3,30,4,4,4
210,1,1,2,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,1,4
210,1,1,2,,,2,,,3,1,2,2,2,4,4,4,1,2,4,3,2,1,8,2,2,2,3,7,10,6,3,4,5,8,1,9,9,8,9,1,2,1,1,8,10,4,7,5,5,7,3,4,3,3,4,4,4,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,,1,1,,1,,,,,,1,3,3,1,1,1,1,1,1,2,2,2,4,4,4,2,4,3,1,3,25,2,1,4
212,3,1,1,,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,6,38,,4,4
212,1,2,2,,,2,,,9,3,1,3,3,2,2,2,1,1,10,9,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,8,,1,98,5,5,5,5,5,5,5,5,5,5,5,5,2,2,1,1,3,1,1,1,1,1,1,2,9,9,9,9,9,9,,9,9,,1,,,,,,9,,3,9,9,9,9,9,9,4,4,4,4,1,8,2,4,1,2,6,99,3,5,1
212,1,1,2,,,3,1,,3,3,1,1,3,1,4,1,1,1,97,,1,2,2,3,1,1,3,8,6,8,8,9,8,9,8,8,8,8,8,1,4,2,,5,2,2,4,4,2,2,2,2,8,2,3,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,2,3,1,1,1,1,1,1,4,4,4,4,1,4,4,4,3,,5,19,3,4,1
212,1,2,2,,,1,,,1,3,1,1,1,1,1,1,1,2,12,3,1,8,3,2,1,1,3,8,9,5,8,8,7,6,7,7,9,9,9,1,10,2,,3,7,1,2,3,2,2,3,2,4,3,4,4,4,3,9,9,9,9,9,9,9,1,1,2,1,1,1,2,2,,1,1,,1,,,,,,1,4,3,1,1,1,1,1,1,4,4,3,4,1,4,4,4,2,2,7,40,4,5,1
212,1,2,2,,,3,2,1,3,1,1,1,4,1,1,1,1,3,8,2,1,3,3,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,1,9,2,,98,10,5,4,5,6,6,6,8,10,6,6,4,4,4,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,,1,1,,1,,,,,,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,,6,28,4,5,1
212,1,1,2,,,2,,,3,3,1,1,1,1,1,1,3,,8,2,3,3,3,3,1,3,2,7,6,6,8,8,6,8,8,7,8,8,7,1,12,2,,4,5,3,4,4,4,4,5,5,3,4,4,4,4,4,1,1,1,3,1,2,2,2,1,2,2,1,1,9,1,,1,1,,1,,,,,,1,3,3,1,1,1,1,1,1,4,4,4,4,2,3,4,4,3,2,7,50,5,5,1
212,1,1,1,,,2,,,1,2,1,2,4,1,1,1,1,3,7,3,1,3,2,3,1,1,2,6,1,6,6,6,5,5,6,1,6,6,6,2,,2,,5,5,5,5,6,1,5,5,5,5,5,5,1,1,1,1,3,1,1,2,3,3,1,1,1,1,1,2,1,1,1,1,1,,1,1,4,2,2,2,1,3,3,1,1,1,1,1,1,4,4,4,3,1,1,2,1,3,2,5,35,4,5,1
212,1,1,2,,,1,,,2,3,1,3,4,4,4,4,3,,17,2,3,3,3,3,3,3,3,6,8,5,6,7,4,7,5,5,7,7,7,1,10,1,3,5,7,4,4,5,4,5,5,6,5,5,5,4,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,1,2,1,1,1,1,1,1,4,4,4,4,1,4,4,4,1,1,5,27,4,5,1
212,1,2,2,,,2,,,3,2,1,3,2,2,2,2,1,1,3,2,2,2,1,2,3,2,3,8,10,1,97,5,97,5,5,8,9,97,97,1,96,8,,97,10,97,97,1,97,5,97,97,97,97,97,4,4,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,2,1,1,1,1,1,1,1,4,4,4,4,1,4,4,4,3,2,7,52,5,5,1
212,1,1,1,,,1,,,3,3,2,2,3,2,2,2,1,1,9,2,2,3,3,1,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,1,6,2,,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,49,9,5,4
212,1,2,2,,,2,,,1,2,1,1,1,1,1,1,1,3,9,3,1,1,3,3,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,6,5,7,3,5,4,3,97,3,97,5,5,3,3,4,3,2,1,1,2,2,1,2,1,1,9,1,1,1,1,2,,1,1,,1,,,,,,1,1,2,1,1,1,1,1,1,4,4,4,4,3,3,3,4,3,2,5,24,4,5,1
212,1,2,2,,,2,,,2,3,1,2,2,2,2,4,2,,9,2,3,2,3,3,3,3,2,5,5,5,3,3,5,5,5,5,5,5,5,1,12,1,4,4,9,1,3,3,4,2,3,3,5,97,3,3,2,4,2,2,2,3,3,1,3,1,1,2,2,1,1,2,1,,1,2,,2,,,,,,6,,3,2,2,1,2,1,2,4,4,4,3,2,4,3,4,2,2,6,21,1,5,2
212,1,2,9,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,9,99,,9,9
212,1,1,2,,,1,,,2,3,9,2,2,2,2,2,1,1,9,2,2,2,2,2,3,2,3,5,9,5,2,2,7,7,3,7,7,9,3,2,,1,9,97,97,97,9,7,97,97,97,97,97,97,97,4,4,4,1,1,1,2,3,2,2,2,9,2,2,1,1,2,2,,1,2,,2,,,,,,3,,4,2,2,9,9,9,9,4,4,2,4,1,2,4,4,3,1,5,47,9,9,2
212,1,1,1,,,2,,,1,3,3,1,4,4,5,5,2,,96,,,,,,,,,4,7,6,4,5,5,5,97,6,5,7,8,2,,2,,5,7,6,7,7,3,4,7,6,8,6,6,4,4,4,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,,1,2,,,,,1,3,2,1,1,1,1,1,1,4,3,4,3,1,4,4,4,3,2,5,35,9,5,1
212,1,1,2,,,1,,,3,3,1,1,1,1,1,1,1,3,4,9,3,1,2,2,1,2,1,97,97,5,5,5,5,5,97,97,97,97,97,1,96,2,,97,8,1,2,2,97,1,97,97,97,97,1,4,4,4,3,3,1,3,2,1,3,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,4,4,4,4,3,4,4,4,2,1,5,24,3,4,4
212,1,1,2,,,1,,,3,3,3,1,2,2,2,4,1,1,4,2,3,8,3,3,1,3,8,97,7,97,7,97,97,8,8,9,97,97,8,1,9,1,4,1,5,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,9,4,4,9,4,4,4,4,2,2,5,28,4,5,1
212,1,2,2,,,3,1,,2,3,1,1,1,1,1,1,3,,4,2,1,3,1,3,3,1,3,10,10,4,10,97,10,8,10,9,9,10,10,2,,1,7,3,10,1,6,3,8,5,8,9,10,8,7,4,4,4,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,,1,1,,1,,,,,,1,4,3,1,1,1,1,1,1,4,4,4,4,3,3,4,4,1,,7,30,5,5,3
212,1,1,2,,,2,,,2,1,3,1,4,4,4,4,1,1,1,2,3,8,8,3,1,1,1,8,8,5,8,8,5,8,10,8,8,8,8,1,1,2,,5,10,5,5,8,5,1,5,7,8,5,8,4,4,4,2,3,1,1,3,1,1,1,1,1,1,1,1,2,1,,1,1,,1,,,,,,1,4,4,1,1,1,1,1,1,4,2,2,2,2,2,4,2,9,2,7,54,6,5,2
212,1,1,2,,,2,,,1,2,2,2,4,3,5,5,1,3,96,,,,,,,,,7,8,7,7,97,97,6,97,97,97,4,97,1,5,1,1,9,9,97,97,97,3,97,97,97,97,9,9,4,8,4,2,3,2,2,3,2,3,1,1,2,1,1,1,1,1,,1,1,,1,,,,,,3,,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,7,74,6,5,1
212,1,1,2,,,1,,,2,3,3,2,4,2,4,2,1,1,3,1,2,3,3,2,1,1,2,10,9,1,6,5,8,10,1,7,7,7,7,1,10,1,3,1,10,98,2,5,3,1,5,7,9,7,9,3,4,4,2,1,1,1,2,3,1,1,1,2,2,1,1,1,2,,1,2,,1,,,,,,1,9,2,1,1,1,1,1,1,2,4,4,1,1,4,2,4,3,2,8,19,6,5,4
